inf,inf,inf,inf,inf,inf,4.0000000025,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,4.00005412174,2.500000004,1.99994588466,1.9999000025,1.99986934444,2.49985857864,3.99986934407,inf,inf,inf,inf
inf,inf,2.50014142136,2.00013065703,inf,inf,inf,inf,inf,inf,4.99985857864,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,3.99986934407,2.49985857864,inf,inf,inf,inf,inf
1.50010000333,2.00013065703,2.50014142136,4.00013065666,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.99994588252,2.500000004,2.00005412388
0.500100009998,1.00013065776,1.00014142136,1.50013065727,inf,inf,inf,inf,inf,1.49986934468,0.999858578644,0.999869345168,0.999900005001,0.999945888926,1.00000001,1.00005412815
inf,inf,4.00014142136,inf,inf,inf,5.000000002,2.99994588324,3.99990000125,2.99986934419,3.99985857864,inf,inf,inf,inf,inf
inf,inf,5.00014142136,4.00013065666,3.50010000143,4.00005412174,5.000000002,3.99994588252,3.99990000125,3.99986934407,4.99985857864,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,5.000000002,inf,inf,inf,4.99985857864,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,3.99986934407,3.99985857864,3.99986934407,3.99990000125,inf,inf,inf
inf,inf,inf,inf,inf,1.5000541253,1.00000001,0.999945888926,0.999900005,0.999869345168,2.49985857864,1.99986934444,inf,inf,inf,inf
1.50010000333,2.00013065703,2.50014142136,4.00013065666,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.99994588252,2.500000004,2.00005412388
inf,4.00013065666,inf,inf,inf,inf,4.0000000025,2.99994588324,1.9999000025,1.99986934444,3.99985857864,3.99986934407,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,5.000000002,2.99994588324,3.99990000125,2.99986934419,3.99985857864,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,3.00013065678,2.500100002,3.00005412246,inf,inf,inf,3.99986934407,2.49985857864,1.99986934444,1.9999000025,1.99994588466,2.500000004,4.00005412174
inf,inf,inf,inf,inf,2.00005412388,2.500000004,1.99994588466,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.99985857864,3.99986934407,3.99990000125,3.99994588252,4.0000000025,inf
inf,inf,inf,inf,inf,inf,5.000000002,3.99994588252,3.99990000125,3.99986934407,4.99985857864,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.99985857864,3.99986934407,2.99990000167,2.99994588324,4.0000000025,inf
inf,inf,5.00014142136,inf,inf,inf,2.500000004,2.99994588324,1.9999000025,1.99986934444,2.49985857864,3.99986934407,inf,inf,inf,inf
0.500100009998,1.00013065776,1.00014142136,1.00013065776,0.500100009998,1.00005412815,inf,inf,inf,inf,inf,inf,inf,1.49994588608,1.00000001,1.00005412815
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.99994588324,2.500000004,4.00005412174
inf,inf,inf,inf,inf,4.00005412174,2.500000004,1.99994588466,1.9999000025,1.99986934444,2.49985857864,3.99986934407,inf,inf,inf,inf
inf,inf,inf,inf,inf,4.00005412174,5.000000002,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,2.99994588324,3.99990000125,inf,inf,inf,inf,inf,inf,inf
2.500100002,3.00013065678,4.00014142136,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.0000000025,3.00005412246
inf,inf,inf,inf,inf,inf,inf,inf,2.99990000167,1.49986934468,0.999858578644,1.49986934468,1.9999000025,1.99994588466,2.500000004,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,2.99986934419,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.00013065666,4.00014142136,4.00013065666,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
0.500100009998,1.00013065776,inf,3.00013065678,inf,1.5000541253,1.00000001,1.49994588608,inf,inf,2.49985857864,1.99986934444,inf,1.49994588608,1.00000001,1.00005412815
inf,inf,inf,inf,inf,inf,inf,inf,inf,3.99986934407,4.99985857864,inf,inf,inf,inf,inf
inf,inf,5.00014142136,4.00013065666,3.50010000143,4.00005412174,5.000000002,inf,inf,inf,inf,inf,inf,inf,inf,4.00005412174
inf,inf,inf,1.00013065776,0.500100009998,1.00005412815,1.00000001,1.49994588608,2.99990000167,2.99986934419,4.99985857864,1.99986934444,1.9999000025,inf,inf,inf
2.500100002,inf,4.00014142136,inf,inf,inf,inf,3.99994588252,inf,inf,inf,inf,inf,inf,5.000000002,4.00005412174
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.99994588252,5.000000002,inf
inf,inf,5.00014142136,inf,inf,inf,2.500000004,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.99985857864,2.99986934419,2.99990000167,2.99994588324,4.0000000025,inf
2.500100002,1.50013065727,1.00014142136,1.50013065727,3.50010000143,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
0.500100009998,1.00013065776,inf,inf,inf,inf,inf,inf,inf,1.49986934468,0.999858578644,0.999869345168,0.999900005,0.999945888926,1.00000001,1.00005412815
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,3.99990000125,2.99986934419,2.49985857864,1.99986934444,1.9999000025,inf,inf,inf
inf,inf,inf,inf,inf,inf,5.000000002,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,5.00014142136,inf,inf,inf,4.0000000025,3.99994588252,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,4.00005412174,2.500000004,1.99994588466,1.9999000025,1.49986934468,0.999858578644,1.49986934468,inf,inf,inf,inf
inf,inf,inf,inf,1.50010000333,2.00005412388,inf,2.99994588324,2.99990000167,1.49986934468,0.999858578644,0.999869345168,0.999900005,0.999945888926,inf,inf
inf,inf,inf,inf,inf,1.5000541253,1.00000001,0.999945888926,0.999900005001,0.999869345168,0.999858578644,1.49986934468,inf,inf,inf,inf
inf,1.50013065727,1.00014142136,1.00013065776,0.500100009998,1.00005412815,1.00000001,1.49994588608,inf,inf,inf,inf,3.99990000125,3.99994588252,5.000000002,inf
2.500100002,3.00013065678,4.00014142136,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.0000000025,4.00005412174
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
0.500100009998,1.00013065776,1.00014142136,1.50013065727,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.00005412815
inf,inf,5.00014142136,4.00013065666,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1.50010000333,2.00013065703,2.50014142136,4.00013065666,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.99994588252,2.500000004,2.00005412388
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.000000002,4.00005412174
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,4.00014142136,3.00013065678,2.500100002,3.00005412246,4.0000000025,inf,inf,inf,inf,inf,inf,inf,inf,4.00005412174
3.50010000143,2.00013065703,2.50014142136,2.00013065703,2.500100002,4.00005412174,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,1.50013065727,1.00014142136,1.00013065776,0.500100009998,1.00005412815,1.00000001,1.49994588608,inf,inf,inf,3.99986934407,3.99990000125,3.99994588252,5.000000002,inf
inf,inf,inf,inf,inf,inf,4.0000000025,3.99994588252,inf,inf,3.99985857864,2.99986934419,2.99990000167,2.99994588324,4.0000000025,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,4.00014142136,inf,inf,inf,inf,inf,inf,3.99986934407,3.99985857864,3.99986934407,3.99990000125,inf,inf,inf
0.500100009998,1.00013065776,1.00014142136,1.00013065776,0.500100009998,1.00005412815,2.500000004,inf,inf,inf,inf,inf,inf,inf,inf,1.00005412815
inf,1.50013065727,1.00014142136,1.00013065776,0.500100009998,1.00005412815,1.00000001,1.49994588608,inf,inf,inf,3.99986934407,3.99990000125,3.99994588252,5.000000002,inf
inf,inf,inf,2.00013065703,1.50010000333,4.00005412174,inf,1.99994588466,1.9999000025,inf,inf,inf,inf,inf,inf,inf
1.50010000333,2.00013065703,2.50014142136,4.00013065666,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.99994588252,2.500000004,2.00005412388
0.500100009998,1.00013065776,1.00014142136,1.50013065727,inf,inf,inf,inf,inf,3.99986934407,2.49985857864,1.99986934444,1.9999000025,1.49994588608,1.00000001,1.00005412815
inf,inf,inf,inf,inf,4.00005412174,4.0000000025,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.00013065666,2.50014142136,2.00013065703,1.50010000333,2.00005412388,2.500000004,inf,inf,inf,inf,inf,2.99990000167,2.99994588324,4.0000000025,inf
inf,inf,inf,3.00013065678,2.500100002,3.00005412246,inf,inf,inf,inf,3.99985857864,3.99986934407,inf,inf,inf,inf
2.500100002,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.0000000025,3.00005412246
0.500100009998,1.00013065776,1.00014142136,1.00013065776,0.500100009998,1.00005412815,2.500000004,inf,inf,inf,inf,inf,inf,inf,inf,1.00005412815
inf,inf,inf,1.00013065776,0.500100009998,1.00005412815,1.00000001,0.999945888926,0.999900005,0.999869345168,inf,inf,inf,inf,inf,inf
2.500100002,3.00013065678,4.00014142136,inf,inf,inf,inf,inf,inf,inf,3.99985857864,2.99986934419,2.99990000167,2.99994588324,4.0000000025,3.00005412246
inf,inf,inf,inf,inf,4.00005412174,inf,inf,inf,inf,4.99985857864,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,5.000000002,2.99994588324,1.9999000025,1.49986934468,0.999858578644,1.49986934468,1.9999000025,2.99994588324,5.000000002,inf
inf,inf,inf,inf,inf,4.00005412174,2.500000004,0.999945888926,0.999900005,0.999869345168,0.999858578644,1.49986934468,inf,inf,inf,inf
inf,inf,inf,inf,inf,1.5000541253,1.00000001,0.999945888926,0.999900005,0.999869345168,2.49985857864,1.99986934444,inf,inf,inf,inf
inf,inf,inf,inf,inf,4.00005412174,2.500000004,1.99994588466,1.9999000025,1.49986934468,0.999858578644,1.49986934468,inf,inf,inf,inf
inf,4.00013065666,2.50014142136,2.00013065703,1.50010000333,1.5000541253,1.00000001,0.999945888926,0.999900005001,0.999869345168,0.999858578644,1.49986934468,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
3.50010000143,4.00013065666,5.00014142136,inf,inf,inf,inf,inf,inf,2.99986934419,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,1.49986934468,0.999858578644,1.49986934468,1.9999000025,1.99994588466,2.500000004,4.00005412174
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.99990000125,3.99994588252,5.000000002,inf
inf,4.00013065666,2.50014142136,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.000000002,inf
inf,inf,inf,inf,inf,2.00005412388,2.500000004,1.99994588466,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,4.00005412174,2.500000004,1.99994588466,1.9999000025,1.99986934444,2.49985857864,2.99986934419,inf,inf,inf,inf
inf,inf,4.00014142136,3.00013065678,2.500100002,3.00005412246,4.0000000025,2.99994588324,2.99990000167,2.99986934419,2.49985857864,inf,inf,inf,inf,inf
3.50010000143,1.50013065727,1.00014142136,1.00013065776,0.500100009998,1.00005412815,1.00000001,1.49994588608,inf,inf,inf,inf,inf,inf,inf,inf
1.50010000333,2.00013065703,2.50014142136,2.00013065703,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.99994588252,2.500000004,2.00005412388
inf,inf,5.00014142136,4.00013065666,3.50010000143,4.00005412174,5.000000002,1.99994588466,1.9999000025,inf,3.99985857864,3.99986934407,inf,inf,inf,4.00005412174
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.99985857864,inf,inf,inf,inf,inf
